cap1_mean,cap1_std,cap1_freq,cap1_skew,cap1_power,cap2_mean,cap2_std,cap2_freq,cap2_skew,cap2_power,cap3_mean,cap3_std,cap3_freq,cap3_skew,cap3_power,accX_mean,accX_std,accX_freq,accX_skew,accX_power,accY_mean,accY_std,accY_freq,accY_skew,accY_power,accZ_mean,accZ_std,accZ_freq,accZ_skew,accZ_power,gyroX_mean,gyroX_std,gyroX_freq,gyroX_skew,gyroX_power,gyroY_mean,gyroY_std,gyroY_freq,gyroY_skew,gyroY_power,gyroZ_mean,gyroZ_std,gyroZ_freq,gyroZ_skew,gyroZ_power
0.6285474691813626,5.674166206310628e-07,-0.0008754630478756686,-0.051336924092017976,59.260872697220876,0.628508261423074,1.0616119416813986e-07,-0.00035495084312830993,-0.15953571860213636,59.25341101957621,0.6284667401569441,3.662093830106864e-07,-0.00016663750209378048,-0.012722270481627431,59.245621087722476,0.5384480204573143,0.0021623900506131297,0.07801551022409092,-0.0001626419551418507,43.811136727701424,0.4840823815484149,0.002425041724535141,-0.07726041096665809,0.0007119261903387107,35.511694035793525,0.4293293894485274,0.0005328385263559922,0.017923993386988024,-0.00217567369750328,27.72795163706385,0.44995344318913777,0.0003113447808465669,-0.003462260596596267,0.009697072498628313,30.415105528010226,0.5377736254807699,8.0780320960125e-05,-0.013253754010065231,0.023912481851750732,43.39210710723276,0.4344005269082718,0.00040435894883805967,0.02587810471582436,-0.012659828847493858,28.365822150104485
0.6289451275607282,0.0010741386253558204,-0.058302280739227615,0.2448720427916352,59.4958426775351,0.6286335049135734,2.150289702567011e-05,-0.004903915571385809,-0.05762750010281972,59.280216456645384,0.628459610173266,6.743056446557118e-07,0.002960721715288717,-0.2859907780215218,59.244322714411076,0.4451508715364324,0.000653062582133569,-0.03079395743788893,-0.16094961944381675,29.821201089184704,0.4653584264059354,0.0005684894169419486,0.029570049046284574,0.14217875616425046,32.5684746771756,0.5268444332983139,0.001996004217697404,-0.1027795295437125,0.688142080673082,41.93216316305015,0.4483794476756347,0.0015120871413698616,-0.06498998227074533,-0.05675950235933245,30.3819203487502,0.521812526795773,0.0014106044235929905,0.06875877543847543,-0.12643355591491506,41.053427027263744,0.4796339229223998,0.0008545408884784577,-0.03369089798784286,-0.006674565675545611,34.63463159507286
0.6285846651322083,4.998907285198438e-05,-0.0016972416221181508,1.4831725834244025,59.275250557760536,0.6295365104502079,0.00020645997990922802,0.006647030942031784,0.3802592389861457,59.47819523548017,0.6285546612964685,5.470269883746042e-05,6.485614594353706e-05,-0.3099499016357445,59.27029503775454,0.4576784843896792,0.0011869226804998554,0.006364604482791025,-0.08371443661994624,31.597290740379556,0.3957524216470379,0.0031805572497425323,-0.0003883892668569144,0.2710733552947817,23.966899916135866,0.4700038880573624,0.002211547067389449,0.005390270597714575,0.546614143131865,33.465068731396684,0.5897907713575467,0.0020742924122057497,-0.009020144436111877,-0.9443736272974754,52.48704266619814,0.6140343783151235,0.002865244803241789,-0.004632518075841252,-0.26772047866513743,56.98265413860905,0.5785161586261606,0.0037221802360891884,0.0021475175026500763,0.654050232720287,50.75674672391264
0.6284464783367857,1.8377708891111945e-07,-0.0003816106910499162,-0.006636877427626283,59.24177380287246,0.6286814245507876,0.0003763781543220872,-0.01952447475341568,0.09068066583109127,59.34213038127511,0.6284543014395918,1.5212031812823812e-07,-7.701128722681361e-05,-1.080681967001878,59.243244015616206,0.5689717494213989,0.00030497840031017164,-0.0032629629550632307,-0.493422668059174,48.60476952759328,0.4153009452135707,0.0004472650358064626,-0.036105823381052234,0.2678516009691345,25.937873754627944,0.6167209208198116,0.0005256148263819741,0.029686035731584463,0.116179596459415,57.130020735656345,0.494311261325859,0.0035645695459274795,0.1257271405155641,0.20989823374264074,37.18266432337745,0.5313453386890234,0.0013898113220821113,-0.06780412965434246,-0.22319684760138586,42.5562622289732,0.5621086948885883,0.0012367773572885036,-0.051021767790117016,-0.0907728947222336,47.579207556638785
0.6285197381912556,2.0100556250195062e-06,-0.0011705922304255931,0.00536353811499959,59.25585869268881,0.6284894282581881,7.360893185565753e-05,0.035164991487620534,0.8170627062807655,59.2608119456921,0.6284539237226111,8.987038943578041e-07,-0.0016636970374391824,0.29017169761889483,59.24328404323208,0.3959005701296876,0.002550914205633753,0.03223878631652472,-0.6653035089314904,23.890675430991173,0.6054483159123748,0.0019888271250959053,-0.055815787412037084,-0.24709705411383606,55.28148472780892,0.4136729398293276,0.0005104324382945577,0.09105556127331887,-0.4400407728026956,25.744849605361658,0.4993693200712965,0.0008527944676329001,-0.009479375364003615,-0.2438604512691073,37.53252404994766,0.42371117274796666,0.0005906939107903077,-0.007102888695159849,0.005949681887109189,27.017687079426338,0.4844120322932284,0.001860645981731372,-0.013197597234872129,0.4625454999221218,35.475488805846354
0.6284403892652016,4.5276786358576593e-07,0.0007029631718559193,-0.07789980587626212,59.240665891381376,0.6285515670302732,0.00027607270502607814,0.008124024061603508,-0.8151048544085843,59.30269569548068,0.6284490393137084,4.6579702584393933e-07,7.110439205137986e-05,0.015358560848070527,59.242298655905294,0.568914682863138,0.0025265328578793025,0.05958214518609345,0.6977934321860808,48.92604085241377,0.4154469137968034,0.0006529258786263668,0.01210308742170052,-1.0903634104662323,25.98670668340861,0.6173192272050647,0.0007971543450387418,0.06819623455399683,0.47918171121037,57.281230238969535,0.4928837070069772,0.003283860174064521,0.02223361382618555,-0.8797647327648251,36.92944746087658,0.5312169071075145,0.002327819481943545,-0.013338652307452016,-0.3656395766712241,42.67555546234063,0.5612532872736143,0.0016281273373483615,-0.01604802204959599,-0.3084268359516575,47.49337884458065
0.6284895395900649,1.1345562737072466e-07,0.00033447953483023435,0.06035962044861494,59.249882111008226,0.6285069683281355,4.093977890664544e-08,9.94425779111685e-05,-0.09151679725868248,59.253157485580616,0.6284603093726224,5.975580260085024e-09,8.465017806036368e-05,0.15348626307564373,59.2443549588713,0.37060050366022973,6.185631792491996e-05,-0.0017364054196288279,-0.026832202965787613,20.610926588353216,0.5514882904138705,8.847751153527105e-05,0.0005181155810244363,0.8409176253959111,45.63408331876079,0.4419931020411254,0.00016734428260588042,-0.006481498905478944,-0.3049460788272176,29.328619635898786,0.592241004795399,0.0005124565045961656,-0.0055848129499996855,-0.19120275444524826,52.6887671833444,0.4596980254403104,0.0009789595012714698,0.0037675320239325405,0.09893441698924467,31.844206154747496,0.5393769828179091,0.0013404224204215393,0.009860253896004423,0.7463973058907489,43.838852379705436
0.6283155196742581,0.0008605597912993943,9.348052020563546e-05,0.21119563014617126,59.34528224843354,0.6289878124388505,0.00021364994051403197,-0.008591654174443852,-1.7366573121495996,59.375684070628175,0.6285016613552876,1.3482127758171856e-05,-0.0016847758494950016,-0.1158047576565224,59.254159585989456,0.4444833036207532,0.004914152757452101,0.13068735364637965,-0.9321115159785336,30.367019840503172,0.4643912872087663,0.003770135628575906,0.04247336199540497,-0.13948689090222846,32.91064035397004,0.5283138457058918,0.002683387802541711,0.010312670986208805,0.254745989266546,42.26715271726104,0.4483667365598267,0.0034869946278747173,-0.0537872347725592,0.010453861701079474,30.67447176754969,0.5227462502458561,0.0029457163151978805,-0.11900465945632728,0.17970872390584308,41.42845805287997,0.4797680830042525,0.004124547488641451,-0.1144417447989291,-0.001483898058142907,35.14116959624387
0.6284986653921433,7.698068168241051e-05,5.275533324000658e-05,-1.9184558774302043,59.26305598152648,0.628510724636173,1.676628866278665e-06,-0.00020463711169060872,-2.0725471073254726,59.25410946510418,0.6284592977496996,5.5492180359779745e-06,-7.217029740502756e-05,-1.9387359936881623,59.24499017269421,0.37057088305983416,9.32216771623184e-05,0.0013508197771494035,-1.6931767204058543,20.612306935658985,0.5514649166233819,0.0060714897947236795,0.01724156835123336,-1.8547392391325637,46.521685119378866,0.44213665522420986,0.0003693118697480731,0.03102770276905875,1.013620859142195,29.37775075252023,0.5919726637804403,0.00020702051515603684,0.003027803908528859,-0.3968327877520912,52.59559125625478,0.4591710545829905,0.00025110980034808865,-0.001461697597411049,-0.31079447344741284,31.66312396528023,0.5400639174161138,0.0011312104434671633,0.03031848165959938,0.0376712995736726,43.91890559030246
0.6280147513334713,0.00039292836874106943,-0.07433537218904984,0.10155188897784112,59.21892551080869,0.6293472543098327,0.0006797304471824549,0.005858021341533792,0.1861183903287554,59.51297481272897,0.6284232389352172,4.4800130130107256e-05,-0.012985217823352936,0.9019543833947444,59.24404030446378,0.45712684849783397,0.00338641408922368,-0.056246895469058984,-2.5185565659163043,31.84931904192859,0.3956303471263095,0.0030505230666528554,0.11433786676047995,0.704421730622783,23.933033672023896,0.4713554681168646,0.0016464686110160293,-0.01395045065672845,-0.5901293538522145,33.57172042159169,0.5884385695202851,0.002686617148003055,0.0036506951126447093,-0.882927524092974,52.33929846991437,0.6146444922347879,0.0014091035350877175,-0.09575818663845016,-0.3694166344844296,56.87813420191212,0.5766411327263836,0.00541605848382929,0.027942141176850455,-0.3355806482249254,50.68424210688557
