cap1_mean,cap1_std,cap1_freq,cap1_skew,cap1_power,cap2_mean,cap2_std,cap2_freq,cap2_skew,cap2_power,cap3_mean,cap3_std,cap3_freq,cap3_skew,cap3_power,accX_mean,accX_std,accX_freq,accX_skew,accX_power,accY_mean,accY_std,accY_freq,accY_skew,accY_power,accZ_mean,accZ_std,accZ_freq,accZ_skew,accZ_power,gyroX_mean,gyroX_std,gyroX_freq,gyroX_skew,gyroX_power,gyroY_mean,gyroY_std,gyroY_freq,gyroY_skew,gyroY_power,gyroZ_mean,gyroZ_std,gyroZ_freq,gyroZ_skew,gyroZ_power,label
0.6284571851142372,2.0264361941465835e-07,0.0008185402638688499,0.2878938116017386,59.2437952221559,0.6292653840680006,0.0007012332815078192,0.04458836696208057,0.20840408458691173,59.500722296881904,0.6284603406896632,2.0141757085673443e-07,0.000343643972315677,0.2689675541182196,59.244389984183194,0.56896350163229,0.0005116922596248323,0.024667891619279292,-0.18384053346500887,48.63416207513564,0.41482377938071685,0.0009031263580443103,-0.010304321820160278,1.0226726728078563,25.94638101830385,0.6177224177663941,0.0018329849368409201,0.042143172278059304,-2.9970377486220507,57.51026256726323,0.4937059578702463,0.005553225043118644,-0.10451967405588072,0.004937857588468577,37.38926645691128,0.5319053894620248,0.0026119494019908257,-0.09969194799053321,-0.10833747289465202,42.82768196170886,0.5613050107471839,0.0023510048663661315,-0.12177455542470467,0.1419783288993237,47.609796988572995,6
0.6284556554960572,3.049359518264143e-07,-0.000980350907657579,-0.057737232299003904,59.24352207420364,0.6286308637608388,0.00073124641206945,-0.00929205820016421,-0.1476562359256513,59.38547014630308,0.6284615244793662,2.0140499265167705e-07,-0.001113030300681439,0.39177689576759994,59.244613171983254,0.5687069890289932,0.001068622465809646,-0.032683899499937774,0.26989729023345743,48.673370652969126,0.41493141668031314,0.0007830325476574073,-0.010773450440210774,1.4867930921095887,25.941883931850697,0.6166763032161333,0.0018289995000273984,0.026580986492670267,-2.9631619980293884,57.31597036775155,0.49401007658925994,0.005897410902195706,0.08243082632886256,-0.34332964203407307,37.48560759018613,0.5307776531577353,0.002268812577641433,0.008210301132644426,-0.10303683653593725,42.59679063781353,0.5618044572048649,0.004353451801886466,-0.0627021536194492,-0.15753185773668066,47.99230153876903,6
0.6284451542253998,2.2823355716342946e-07,0.00014878637596771327,-0.30921639886657754,59.241530787208006,0.6285920578960342,0.0012057361255553697,0.14433522618881567,0.04097848465695088,59.448850970203445,0.6284539600473138,1.2639936629785664e-07,0.00027673126582772323,0.7017443859611644,59.24317581837817,0.5685409448287593,0.00105721084819625,-0.05057471680187442,0.26844031698124526,48.64334530839799,0.41547564053829245,0.0006978780124425342,-0.036502067067880284,-0.22664081711887638,25.996985005959587,0.6160508013392398,0.0004914417490862671,-0.025801651933617276,0.11436749657557094,57.00101329522178,0.4898039866594241,0.0049998523461237026,0.09689642711799451,-0.5242367441057703,36.731169801692246,0.5296848785734007,0.0015488222233739257,0.08174956714389586,-0.3440483234336439,42.31568509968045,0.5608621223447703,0.00437244698503515,0.05604062652063729,-0.3088972835431889,47.83644264293225,6
0.6283908009593748,6.21732686263481e-06,0.005396486358914543,0.26580763420547526,59.23217619125722,0.6294619979096715,0.0015287738700883065,0.08180143890076363,-0.0728837986315571,59.661148328508446,0.6283791644519325,8.447620354891406e-06,0.006364647261322576,0.0487021261919176,59.23031484302919,0.5696491217937839,0.002124932146162089,-0.04168685562600838,-1.2919785561884394,48.99163318384253,0.41578386916956445,0.0017410470378757298,-0.022325246576784724,-1.422650548370313,26.190849887885506,0.6168445442966163,0.005599439580728527,-0.005290284454638305,-3.2708652999106254,57.908895271803566,0.4914524095115306,0.010934561269494856,0.04756816940869574,0.6823085879428706,37.85807025135812,0.5290880379352881,0.004629445285192535,0.044326156322393395,-0.37650762957261674,42.679910130425625,0.5605676643572605,0.006313172782862604,0.13801863684527926,0.371523615596993,48.076078693089656,6
0.6284500231154543,7.332644195225545e-06,-0.0012306560871073735,0.36047015394023296,59.24350729705736,0.6276571801964771,0.0014686649734164895,0.0353998088882812,-0.18919070206865332,59.311861458867995,0.6284530357834531,1.0102980576525874e-05,-0.0005852815318788673,0.20426626373630338,59.24448807192164,0.5694979493276033,0.002006907646101568,-0.025208339233459,-1.3332498802408783,48.94821638252094,0.41553823703492726,0.0015658171929978327,-0.015811045833107884,-1.6062580196398064,26.134110727470983,0.6167721038810036,0.005488032467508357,0.03895238251678451,-3.3784712939062125,57.87889105652869,0.4944410779550841,0.009381950861846414,0.004549176145296208,0.8786256235601596,38.06870761382295,0.5315751739740565,0.004231673857412321,0.026725605781597772,-0.4427306452172907,43.0163442425867,0.5620567720620159,0.0057031708682020055,0.07670907738692234,0.3727634385847521,48.23594471247802,6
0.6285143709691364,1.256242164689016e-06,-0.006514438456308946,2.7928553342359397,59.25473435729192,0.627648956296072,0.0008465477119277475,0.046972183156870795,-0.07859754469320857,59.21761746000951,0.6285381648199302,1.7836324558709528e-06,-0.007537564675014097,2.864569245873233,59.259299456516786,0.5685898944175394,0.000770917820120822,0.04986602882371305,0.5665395443999752,48.60903696026028,0.41500730142099085,0.0013701407929588966,0.01702063198418613,1.7351780097658192,26.038810013060846,0.6168245303328067,0.0006412872864222462,0.0761669487533172,-0.8393642129488784,57.16642698872003,0.4934466114897314,0.0018792843923445253,-0.015973728926484798,0.15752906898666627,36.803447133064026,0.5325789023438885,0.002063105197839314,-0.09884754311932054,0.21109015525679636,42.853445757751224,0.5614434522754124,0.004307451098831434,-0.09872343743210754,0.7199952072104695,47.924622729165876,6
0.6284547188689213,6.71330906894766e-08,0.00010760285519861856,0.9561229737747392,59.243310053122755,0.6286611125469534,0.00016073502058243185,0.009052775642793498,0.425525188432303,59.30616868238278,0.6284597558120146,7.95156133004912e-08,9.512719969839711e-05,0.3429376316583273,59.2442615491209,0.5690251646555148,0.0005382647330439623,0.0002584471868956051,0.7514340194665701,48.6486471469089,0.4153963258159135,0.0011202031948413216,-0.0072550342386840105,2.3263295980967444,26.050026401235446,0.6169145385219368,0.000458218937348087,-0.019487948277222222,-1.2466787889522561,57.155806797625004,0.4921519657664618,0.001344465793239274,-0.04874543117645824,0.18202459837009846,36.532359014361546,0.5309388722436623,0.0014646186996452623,0.03285811119351806,0.10463105229186986,42.50264109515295,0.5609402219647636,0.00353636647134374,0.0305356004795444,1.0222933631875988,47.725008496911954,6
0.6284850823212409,4.8193637528104646e-05,0.022955847234885085,1.7538394255858591,59.256205657042244,0.628554176426633,2.069689369213218e-05,-0.0019143890599994107,0.11366816005337128,59.26513674266458,0.628454889556636,1.9875253398365042e-07,-0.0008145136139845466,0.9810776186121559,59.24336184527409,0.5689712063167897,1.8980026571540403e-05,0.003348728711596749,0.8368445076486567,48.56206306659656,0.41528255997252944,1.2606815052352323e-05,-0.0009079460422660168,0.3207743154440807,25.870819108043428,0.6167078789040905,8.739501092584988e-05,-0.03792617946229415,0.14120400411333298,57.0623130419853,0.4923609053181323,0.0001612910282281387,-0.01415476048427372,-0.13128508357626037,36.38692152605962,0.5311542558854854,0.0002856646258326136,-0.04098117992586914,-0.9256071178798476,42.361290561038615,0.5612750655306111,3.1851387453572105e-05,0.013981575816673808,-0.40503036743244214,47.259200734689365,6
0.6284232049916828,8.811732193789062e-05,-0.005330102742317155,0.8174104673607546,59.25048816677156,0.6285209108799408,0.0006471894536583847,-0.004399655968236549,0.42417136781699966,59.352211540597665,0.6284477154627505,1.5872917206643467e-05,0.00019886400779667301,0.9009741441293955,59.244344725216294,0.5689225947054006,0.0008486375512520155,-0.009317035521316464,0.07960789941855832,48.67738481008541,0.4153603146061319,0.0002001742813257828,-0.008724037616698987,-0.19087628352228136,25.908454610373266,0.616911774493007,0.0003572295091618422,0.009955656165596682,0.2946431251822101,57.14024782308175,0.49236811069981873,0.002916483447164585,-0.01735807945764034,0.07313808672964842,36.79850949874386,0.5312235177634199,0.0017919683037483753,0.0018977143756646608,-0.9046346870549643,42.59676715099987,0.561430688123636,0.0024692767125148577,0.016507475638810276,0.18542919120207355,47.648584865211625,6
0.6284190735680933,4.8468288031128256e-05,-0.005113079578928703,0.30510814585030543,59.24380157854375,0.6287090749204499,0.0012774163498328929,-0.015136031205509992,0.1451464593844379,59.48160016922428,0.6284818745415709,2.5919163846803865e-05,0.00420895213521677,0.45993990531080986,59.25228194950621,0.567008866287718,0.0025801147492361845,-0.06193075785319557,-0.3653662246227928,48.60929526496868,0.41500045395457075,0.0012144908512266394,-0.07167126766599036,0.7877854401158266,26.014765654207743,0.6178998129324337,0.0018136382664895902,-0.003920061887405568,-0.28124130564985034,57.54025892499742,0.49262757905103627,0.007869240110547408,-0.29722679755126813,-0.9586114891190434,37.57480652272432,0.5313336360209349,0.004598351353517417,-0.16084388257812682,0.0683407496986396,43.0324692667582,0.5637399205850652,0.006448550496487916,-0.18323814918228493,0.40462300093923415,48.63123873316502,6
