cap1_mean,cap1_var,cap1_length,cap1_skew,cap1_energy,cap2_mean,cap2_var,cap2_length,cap2_skew,cap2_energy,cap3_mean,cap3_var,cap3_length,cap3_skew,cap3_energy,accX_mean,accX_var,accX_length,accX_skew,accX_energy,accY_mean,accY_var,accY_length,accY_skew,accY_energy,accZ_mean,accZ_var,accZ_length,accZ_skew,accZ_energy,gyroX_mean,gyroX_var,gyroX_length,gyroX_skew,gyroX_energy,gyroY_mean,gyroY_var,gyroY_length,gyroY_skew,gyroY_energy,gyroZ_mean,gyroZ_var,gyroZ_length,gyroZ_skew,gyroZ_energy,label
0.515790814769,0.094207187167,0.37171244886,-0.119517375037,26.9243441953,0.480117761018,0.238351582206,0.0,0.0714472095999,34.9264969167,0.541596711336,0.215824854021,-0.492695276485,-0.193032335979,37.9705640273,166.533628161,113755.485727,355.924457991,1.34555691208,8417907.58768,46.0106138847,6141.88122715,182.418445992,1.03648992211,454588.095078,102.268319782,41704.1536168,203.558271564,1.34613654532,3086107.56595,77.8300232335,23428.2058456,714.550634046,0.94798760294,1733748.65696,45.8447841346,6979.1523967,160.642331285,0.243111632403,517048.801383,35.4780713364,5043.27277722,-25.1914487311,0.0664867493364,375025.38359,7
0.508058530203,0.104556616929,0.267068532735,-0.0970381624822,27.0964499111,0.493451094351,0.238708759837,0.0,0.0170544799493,35.9264969167,0.539257890089,0.214061887373,0.0,-0.19016737813,37.6505100674,93.8461526978,36994.6167659,1005.4781448,-0.787196877275,2738400.03213,36.0107743141,2940.23184967,279.269152761,-0.728755570813,217755.220917,60.0331845558,13610.5286959,608.982182385,-0.819251333702,1007637.04393,116.837188945,42879.602759,-483.048220394,0.584851558364,3185033.55591,61.925205845,10982.5313935,-165.546812264,-0.549639291619,818314.152284,66.4784517604,18470.6991139,5.52479951454,-0.293394458737,1368954.77797,7
0.50001686645,0.114440877251,-0.366544236512,-0.0647312593296,27.2198899217,0.515860284132,0.23487385085,-0.149721797663,-0.0856285954459,37.3390524188,0.529971394644,0.211856813201,1.0,-0.146740943418,36.7426301124,52.4340471677,8587.21934487,-73.8088659951,-1.85561208127,643635.369869,29.0308409421,1701.46849814,12.3785759027,-0.601890872927,126396.85525,37.2597712496,3499.49221359,-46.4687021628,-1.56582204936,264674.839472,133.670620144,48609.6349522,193.817645502,0.437271181444,3599476.0941,86.0299373077,19482.4453623,-350.104327624,0.279511486801,1442495.52481,70.6590433866,19071.6796467,-137.770113789,-0.182513682147,1411324.0663,7
0.491862520332,0.126737136039,-0.455387889661,0.012253763125,27.523203485,0.537355296951,0.230506040194,0.0,-0.177368268284,38.7137506114,0.505053501704,0.207213536356,0.253618320569,-0.0429789722884,34.4647296591,34.3152058143,2685.57835266,-122.495247231,1.5361915611,202671.898256,26.1444445868,1472.36962526,-35.4134176332,-0.777244149691,109106.002346,29.0107691732,1578.62424989,-89.8698319989,0.527652601841,118448.696034,157.561730251,55929.598077,-234.705238649,0.423623720628,4149863.14058,100.461233362,23161.6667775,-29.8525987981,0.0724477337826,1714291.05687,86.4804753205,23066.0812793,56.0883717278,-0.0839188921249,1707992.0545,7
0.506548038223,0.141779536127,-0.868457704795,-0.0686819085913,29.7360043005,0.524253199038,0.231093853062,1.0,-0.122615079801,37.7140513792,0.511493314569,0.197675483136,-0.504996668453,-0.0694982860101,34.2498915657,23.5268742475,982.531762365,41.2957617697,-0.717992362577,73376.1674881,25.9338957948,1474.47179997,-51.3714124777,-0.644714238731,109239.555654,23.6823005633,987.642454681,19.6531254779,-0.115253220647,73634.3668917,191.49476717,70663.0452228,-419.007499493,0.305458069855,5238254.47288,114.032472959,25687.7006078,-251.493475033,-0.00764547734648,1901457.90427,100.115019294,26210.4869064,11.7499089298,-0.0522956656766,1943182.11004,7
0.516375326101,0.153938903058,-0.125746549804,-0.088559229966,31.3897396317,0.537586532371,0.230258181016,0.0,-0.177312530544,38.7140513792,0.513852795695,0.191975114117,0.0,-0.115703376157,34.0095106179,21.9766166508,811.588589784,-58.3907402246,-0.206086676824,60208.2414318,29.5763764778,1743.6264611,25.905947256,-0.526583153785,129032.632859,24.4238860636,1097.63434918,4.69877993983,-0.210205601661,81300.1566522,232.885129592,95236.8266716,526.548288191,0.219079399471,7047901.39042,134.25637368,32907.1978271,23.7647986568,-0.125634727599,2435250.03094,122.242929143,33759.1269054,250.17193841,0.126768792807,2498207.01706,7
0.520483547555,0.167219102929,0.125075033659,-0.105914499731,32.6919478624,0.518483370891,0.234661007164,-8.881784197e-16,-0.10062121237,37.5267899719,0.526206394183,0.186338488879,-0.102023371797,-0.170579102389,34.556035873,19.7877528867,716.261614504,42.1648470814,-0.228290107553,53018.048755,31.2342918497,1833.17696431,17.2661926138,-0.475003629304,135674.478749,24.1125995242,1083.53003087,26.6233303053,-0.119305185476,80195.1155966,251.560770324,101763.046661,-199.424886502,0.196284772369,7532560.09434,139.043998776,33480.1521338,-174.610219136,-0.0880223052566,2477709.6345,135.812275035,36721.2893561,192.27466453,0.108471915579,2717534.4959,7
0.508212270301,0.182055806032,0.193283522495,-0.0481007374696,32.8431080227,0.515684261024,0.229734629883,-1.0,-0.0878131297046,36.9451318914,0.539048120285,0.183127898514,0.939601130449,-0.225236318187,35.3444301888,18.7180658538,682.604882617,-15.9250570467,-0.239283216964,50513.8079971,33.0890288136,1908.09599037,39.7627965867,-0.508932277827,141228.729471,24.7124371395,1094.48004828,-1.1802418404,-0.186858140537,81000.7998169,264.582054999,104893.882969,-31.368767579,0.179658805506,7762695.20385,147.078169265,34396.5792359,11.8518837429,-0.0716146411822,2545754.44587,145.392986435,38199.421733,13.1865055669,0.053187909826,2827528.97539,7
0.51087444124,0.180920160611,1.0,-0.0408377968478,32.9625439887,0.497033115077,0.235201925031,-0.457823389225,-0.00332765677948,35.9330862636,0.538568398397,0.184124491311,-0.0203882907093,-0.20533067669,35.3794063383,17.5008557101,613.576749617,16.9727519588,-0.140441038092,45430.3918128,30.1947348295,1567.59728767,-74.4455825987,-0.273810347257,116109.093972,23.1211070836,1034.76346716,2.02588491132,-0.13525034959,76587.0250185,259.05081355,102132.613004,226.76431925,0.173837067754,7559403.78904,140.43055936,32160.1895725,177.57816118,-0.144013015056,2379935.83522,146.913725674,37964.6183181,-479.25502235,0.125405140848,2809945.45656,7
0.518353165226,0.176995155416,0.132136351617,-0.0599838169099,33.2493917933,0.493975726939,0.23452787743,-1.0,0.014770143061,35.6559643402,0.523262054959,0.184638657848,1.0,-0.134020016062,34.1984990428,16.3806445001,582.434104198,-14.5988828182,-0.0828727934806,43112.7429447,27.4325434249,1423.53991687,29.4410548293,-0.248721726024,105354.661499,22.5501383125,1023.7555501,-34.8055504938,-0.18403911362,75758.7683364,238.797078993,95757.3161096,-183.28486281,0.210075397074,7086555.20741,132.003297267,30863.3310692,-48.9471567907,-0.150987966713,2283888.22584,139.06564585,36083.0336631,116.16708491,0.09375603996,2670252.39428,7
0.520105580177,0.177484790029,0.0,-0.06075807596,33.422110552,0.494163677552,0.234342331485,0.0,0.0148182099546,35.6561630458,0.511035927098,0.18833075999,-0.581682889149,-0.0771960928847,33.5233051482,14.7032554245,520.588560067,-15.2312174732,-0.101973639195,38565.3069255,26.3824509114,1393.2617573,-30.9142357442,-0.313044124134,103116.326419,20.753398957,958.544530375,-21.1701450517,-0.191943988235,70935.5007426,223.769243199,91478.6293922,41.7061628012,0.199172665661,6770628.88889,122.855826678,29421.68447,79.3470041915,-0.198107933177,2178192.53165,135.861000096,35735.2210013,-106.835962503,0.12790529882,2644459.05579,7
0.519471443676,0.180392048853,1.0,-0.0601952850216,33.5878051747,0.494163677552,0.234342331485,-1.0,0.0148182099546,35.6561630458,0.519948674519,0.187318297141,0.116145155035,-0.107581420795,34.1375507985,13.2654880193,465.624558973,15.034894756,-0.196564561051,34465.1601334,22.0469769246,1044.89209953,123.985040747,-0.469316968559,77330.3673458,19.8080713613,937.689807215,24.3083260053,-0.217502296934,69389.1651606,192.680310496,74634.7814663,186.378286661,-0.0229202067434,5537708.10568,111.815041516,27845.0517547,-40.1208225609,-0.0878627223404,2062736.69806,118.694759075,28678.4290013,208.756032451,0.668007529794,2127131.31812,7
0.510220799489,0.195628009248,0.643557009954,-0.0161913480599,34.0008675017,0.507497010885,0.23431988975,-1.0,-0.0394853889867,36.6561630458,0.496039539513,0.178255417002,0.988880859745,0.0104914399542,31.6450427152,12.4865040462,442.356941349,2.88949509427,-0.288706756968,32741.6653228,17.0393604155,650.957938313,-1.11611931872,0.0834357585572,48187.0595288,17.864589107,850.955295783,-12.7793940855,-0.237233007518,63077.2695765,160.719922846,60584.8328189,-316.280099439,-0.0287307753453,4485763.51498,102.333574003,23670.2622422,-278.336774906,-0.229861726533,1752798.89327,97.5966357554,21358.8758079,18.1531123913,0.45352380102,1580948.15287,7
