sensorStatus,cap1,cap2,cap3,counter,microseconds_since_last_tick,accX,accY,accZ,gyroX,gyroY,gyroZ,magnetX,magnetY,magnetZ,day,hour,min,sec,msec,sync,battery_fuel,crc_good
1,31643,30526,32117,39464,7719,-4942,-422,-441,1924,192,-98,225,503,-135,1,0,26,20,40,0,53298,1
2,31639,30546,32137,39465,7737,-4580,-1042,-958,-638,239,-601,219,501,-151,1,0,26,20,80,0,53298,1
2,31610,30538,32155,39466,7754,-4449,-1836,-1913,1722,693,-1260,211,507,-143,1,0,26,20,120,0,53298,1
2,31689,30560,32251,39467,7772,-4214,-815,-214,9765,1540,-1206,213,517,-151,1,0,26,20,160,0,53298,1
2,31703,30567,32307,39468,7788,-4331,159,588,10338,1140,-406,210,520,-152,1,0,26,20,200,0,53298,1
2,31712,30544,32275,39469,7805,-4802,492,1161,3249,-49,-23,215,517,-137,1,0,26,20,240,0,53298,1
2,31668,30544,32172,39470,7822,-5325,820,1664,-4995,-2001,666,205,505,-141,1,0,26,20,280,0,53298,1
2,31670,30346,32100,39471,7838,-4931,233,826,-9883,-3391,2074,219,505,-129,1,0,26,20,320,0,53298,1
2,31640,30314,32065,39472,7854,-4830,-1289,-2861,-15309,-2963,961,235,487,-147,1,0,26,20,360,0,53298,1
2,31567,30493,32024,39473,7870,-4126,-2665,-4982,-10481,751,-891,226,502,-146,1,0,26,20,400,0,53298,1
2,31524,30465,32004,39474,7886,-3808,-1783,-589,9537,4559,-749,228,504,-148,1,0,26,20,440,0,53298,1
2,31540,30450,32024,39475,7903,-4404,33,2099,15317,3442,-918,222,506,-144,1,0,26,20,480,0,53298,1
2,31710,30544,32424,39476,7918,-5521,27,-1164,5943,289,299,216,506,-150,1,0,26,20,520,0,53298,1
2,31707,30607,32429,39477,7934,-4924,-1724,-1676,-1962,1010,-417,221,517,-143,1,0,26,20,560,0,53298,1
2,31629,30509,32291,39478,7950,-4994,755,2029,1611,-387,-718,216,512,-142,1,0,26,20,600,0,53298,1
